student_id,academic_year,subject_code,attendance_percentage,participation_score
S234-24,2023-2024,SUB02,,6
S501-24,2023-2024,SUB04,60,
S566-25,2024-2025,SUB03,,7
S516-25,2024-2025,SUB05,,
S289-25,2024-2025,SUB02,,5
S716-25,2024-2025,SUB03,,7
S537-24,2023-2024,SUB04,72,
S735-24,2023-2024,SUB03,,7
S543-25,2024-2025,SUB04,44,
S882-24,2023-2024,SUB03,,7
S460-24,2023-2024,SUB03,,6
S547-25,2024-2025,SUB04,53,
S366-25,2024-2025,SUB02,,5
S552-25,2024-2025,SUB04,53,
S559-25,2024-2025,SUB02,,5
S572-24,2023-2024,SUB01,58,
S795-24,2023-2024,SUB02,,5
S576-24,2023-2024,SUB05,81,
S991-24,2023-2024,SUB02,,5
S583-24,2023-2024,SUB01,93,
S584-24,2023-2024,SUB01,47,
S586-25,2024-2025,SUB01,83,
S835-24,2023-2024,SUB03,,6
S588-25,2024-2025,SUB04,67,
S592-24,2023-2024,SUB05,59,
S329-24,2023-2024,SUB03,,5
S603-25,2024-2025,SUB01,68,
S450-25,2024-2025,SUB03,,5
S104-25,2024-2025,SUB02,,4
S571-25,2024-2025,SUB03,,5
S618-25,2024-2025,SUB05,50,
S624-25,2024-2025,SUB05,72,
S627-25,2024-2025,SUB05,44,
S628-24,2023-2024,SUB05,71,
S631-25,2024-2025,SUB05,65,
S977-24,2023-2024,SUB03,,5
S632-25,2024-2025,SUB04,78,
S273-24,2023-2024,SUB02,,4
S635-25,2024-2025,SUB01,64,
S135-25,2024-2025,SUB03,,4
S288-24,2023-2024,SUB02,,4
S646-25,2024-2025,SUB04,79,
S650-25,2024-2025,SUB04,69,
S656-25,2024-2025,SUB04,72,
S656-25,2024-2025,SUB05,48,
S657-24,2023-2024,SUB05,54,
S171-25,2024-2025,SUB03,,4
S671-24,2023-2024,SUB01,49,
S417-25,2024-2025,SUB02,,4
S175-24,2023-2024,SUB03,,4
S502-24,2023-2024,SUB02,,4
S686-25,2024-2025,SUB04,55,
S699-25,2024-2025,SUB01,84,
S627-25,2024-2025,SUB02,,4
S707-25,2024-2025,SUB01,40,
S711-25,2024-2025,SUB05,89,
S717-24,2023-2024,SUB01,92,
S740-25,2024-2025,SUB05,95,
S741-25,2024-2025,SUB05,63,
S891-24,2023-2024,SUB02,,4
S749-24,2023-2024,SUB01,61,
S020-24,2023-2024,SUB02,,3
S469-25,2024-2025,SUB03,,4
S760-24,2023-2024,SUB04,,
S765-25,2024-2025,SUB04,61,
S769-25,2024-2025,SUB01,59,
S535-24,2023-2024,SUB03,,4
S733-25,2024-2025,SUB03,,4
S776-25,2024-2025,SUB01,33,
S761-24,2023-2024,SUB03,,4
S784-24,2023-2024,SUB05,61,
S785-25,2024-2025,SUB01,81,
S771-25,2024-2025,SUB03,,4
S244-25,2024-2025,SUB03,,3
S300-25,2024-2025,SUB03,,3
S316-24,2023-2024,SUB03,,3
S360-24,2023-2024,SUB02,,3
S814-24,2023-2024,SUB01,74,
S818-24,2023-2024,SUB01,49,
S813-25,2024-2025,SUB03,,3
S290-25,2024-2025,SUB03,,2
S823-25,2024-2025,SUB05,94,
S826-25,2024-2025,SUB05,56,
S827-24,2023-2024,SUB04,55,
S519-25,2024-2025,SUB02,,3
S444-25,2024-2025,SUB03,,2
S502-24,2023-2024,SUB03,,2
S853-25,2024-2025,SUB01,65,
S709-24,2023-2024,SUB02,,3
S862-24,2023-2024,SUB05,71,
S864-24,2023-2024,SUB01,,
S865-24,2023-2024,SUB01,71,
S866-25,2024-2025,SUB04,64,
S866-25,2024-2025,SUB05,41,
S731-24,2023-2024,SUB03,,2
S970-25,2024-2025,SUB02,,3
S881-24,2023-2024,SUB05,53,
S886-24,2023-2024,SUB04,69,
S423-25,2024-2025,SUB02,,2
S799-24,2023-2024,SUB03,,2
S893-24,2023-2024,SUB05,69,
S899-24,2023-2024,SUB01,87,
S905-24,2023-2024,SUB01,90,
S909-25,2024-2025,SUB04,77,
S917-25,2024-2025,SUB05,42,
S918-25,2024-2025,SUB05,45,
S823-25,2024-2025,SUB02,,2
S928-24,2023-2024,SUB04,,
S938-24,2023-2024,SUB04,69,
S939-24,2023-2024,SUB01,67,
S867-24,2023-2024,SUB03,,2
S971-24,2023-2024,SUB01,53,
S976-25,2024-2025,SUB05,78,
S982-24,2023-2024,SUB05,40,
S496-24,2023-2024,SUB03,,
S994-24,2023-2024,SUB04,79,
S860-25,2024-2025,SUB02,,2
S996-24,2023-2024,SUB05,81,
S988-24,2023-2024,SUB02,,2
S995-25,2024-2025,SUB02,,
S628-24,2023-2024,SUB05,71,
